product_id,image,brand,material,price,style,embedding,color_hist,shape_hist
0,aviator/aviator1.png,Lenskart,Metal,1800,Aviator,0.0043330411426723 -0.0019561052322387695 0.05165789648890495 0.036024756729602814 -0.0036670388653874397 0.012125982902944088 -0.013562806881964207 0.02371261827647686 0.011845995672047138 -0.03960364684462547 0.009445915929973125 0.03468599170446396 -0.009606321342289448 -0.029515959322452545 0.0071629867888987064 0.0006190657150000334 0.07025936245918274 -0.01549155917018652 -0.007676786743104458 -0.032281506806612015 0.024088343605399132 -0.039296332746744156 -0.007251452188938856 -0.0066810473799705505 0.00678448798134923 0.018672732636332512 -0.06910691410303116 0.029287174344062805 0.019935010001063347 -0.02067662589251995 0.016643697395920753 -0.0048072319477796555 -0.03666844218969345 -0.025815920904278755 -0.008760454133152962 0.015634596347808838 0.010888006538152695 0.033214595168828964 0.024658001959323883 0.18995723128318787 0.010252448730170727 -0.023952653631567955 -0.025891471654176712 -0.005007196217775345 0.01753266528248787 -0.11489782482385635 0.013449665158987045 -0.0036144526675343513 0.024526314809918404 -0.009570538066327572 0.027983317151665688 0.00806148536503315 0.04995746910572052 0.017654143273830414 -0.018961172550916672 0.033226288855075836 0.013926064595580101 0.02876770868897438 0.010005422867834568 0.05116894841194153 0.018271327018737793 -0.001490095746703446 0.01755746640264988 -0.00038302576285786927 -0.020447559654712677 -0.010010343044996262 0.012829815037548542 -0.02910861372947693 -0.004673834424465895 0.02344249002635479 -0.018385302275419235 0.01664564199745655 -0.011529410257935524 -0.0005752613069489598 -0.00327886245213449 -0.026435717940330505 0.011175496503710747 0.016150223091244698 0.023378856480121613 -0.036135245114564896 -0.06610433012247086 -0.07608851045370102 -0.04983256384730339 -0.03181377798318863 0.02015797235071659 0.053310781717300415 0.05204896628856659 -0.038456130772829056 -0.055526573210954666 -0.006371697876602411 0.02338646724820137 0.005994604434818029 -0.617788553237915 0.03716865926980972 0.032910700887441635 0.01753176376223564 0.002427304396405816 0.01412813551723957 0.0075300601311028 0.07617675513029099 0.007075553294271231 -0.04996616765856743 0.03653423488140106 0.006285275332629681 -0.012538502924144268 0.026479298248887062 0.006072701886296272 -0.03034898452460766 -0.06038451939821243 0.0061514852568507195 0.019002053886651993 0.05195694789290428 -0.003983357455581427 -0.0006062779575586319 -0.010323709808290005 -0.014722952619194984 -0.03653904050588608 -0.03905752673745155 -0.008034647442400455 -0.04287000373005867 0.0333859957754612 0.01268636155873537 0.006734109483659267 0.03589123860001564 -0.0028391610831022263 -0.016285814344882965 -0.002346578286960721 0.009122845716774464 0.03372768312692642 0.017136521637439728 0.0043739015236496925 0.012730649672448635 -0.016243906691670418 0.07461841404438019 0.02387275919318199 -0.011006932705640793 0.046764861792325974 0.028286589309573174 -0.01813562400639057 -0.01697397418320179 -0.03628948703408241 -0.009668814949691296 -0.034452714025974274 0.032870545983314514 -0.012100685387849808 -0.03262065723538399 -0.025749657303094864 -0.024129003286361694 -0.009481081739068031 -0.031123260036110878 0.013146311044692993 -0.007004583720117807 0.11469154804944992 0.009524473920464516 -0.004530773963779211 -0.038475461304187775 0.00534032192081213 -0.008022363297641277 0.02345840260386467 -0.008921393193304539 -0.04655323177576065 0.029326625168323517 0.001005028490908444 0.02175743691623211 0.026846686378121376 -0.01565723866224289 0.036745935678482056 -0.03327222168445587 0.0011011051246896386 0.0026509424205869436 -0.04177853465080261 0.01239774376153946 -0.0047931489534676075 -0.010934590362012386 -0.019232502207159996 0.016343874856829643 0.06913025677204132 -0.030922669917345047 0.052491553127765656 -0.003279608441516757 0.06838781386613846 -0.002057366305962205 -0.0019212194019928575 -0.005718676373362541 0.009638044051826 0.023559177294373512 -0.006237392779439688 0.028558440506458282 -0.011112358421087265 -0.0040284511633217335 0.030851922929286957 -0.032370321452617645 0.032215457409620285 -0.030688505619764328 0.04961548000574112 0.0019461431074887514 0.007174445316195488 -0.021212946623563766 0.0028838030993938446 0.015575091354548931 0.0020875066984444857 -0.038521457463502884 0.008146258071064949 0.011375674046576023 -0.016796475276350975 -0.04272745922207832 -0.034704431891441345 -0.03634841367602348 -0.019888408482074738 0.016892047598958015 -0.05178995057940483 0.0655965656042099 0.013170814141631126 -0.017690535634756088 -0.01262976136058569 0.009983247146010399 -0.002325850073248148 0.03397594392299652 0.009665768593549728 -0.06466110050678253 -0.032012369483709335 -0.06549125164747238 -0.010089130140841007 0.022452523931860924 0.024317076429724693 0.0024783124681562185 0.04083001986145973 -0.004403483588248491 0.026814443990588188 0.046859484165906906 0.00411737896502018 -0.01534833014011383 -0.030999870970845222 0.05327647924423218 -0.008565450087189674 -0.011742521077394485 -0.013792111538350582 -0.04163386672735214 -0.03528841957449913 0.025601360946893692 0.014467346481978893 -0.015362034551799297 -0.023340340703725815 0.015004626475274563 0.009023989550769329 -0.021771276369690895 0.003977625630795956 0.05832155793905258 -0.03832908719778061 -0.0132603095844388 0.021419711410999298 0.01620115153491497 -0.004215148277580738 -0.008208327926695347 0.0354250892996788 0.04428061097860336 0.00615815119817853 -0.009030956774950027 -0.05590873211622238 -0.0015491280937567353 -0.007385627366602421 -0.017970053479075432 -0.025780169293284416 -0.05309540405869484 -0.009361195378005505 -0.008281678892672062 0.002133590867742896 0.016451751813292503 0.03921626880764961 0.03283966705203056 -0.003834628267213702 0.030801786109805107 0.03911757469177246 -0.01463393960148096 0.009251970797777176 0.026790549978613853 -0.03559710085391998 -0.009571708738803864 -0.032447174191474915 -0.010196569375693798 -0.036618247628211975 -0.030319685116410255 -0.05852805823087692 -0.023872964084148407 0.005988270044326782 -0.013262811116874218 0.17641282081604004 -0.026501433923840523 -0.0032810771372169256 -0.05449887737631798 0.0433819554746151 -0.02744271047413349 -0.01610916666686535 -0.011929909698665142 -0.019707225263118744 -0.01727535016834736 -0.001456518773920834 0.05221031606197357 0.040490519255399704 -0.006618477404117584 -0.0383882038295269 -0.04162132740020752 0.006083128973841667 -0.022090911865234375 -0.002354338765144348 -0.035625435411930084 -0.024858828634023666 0.027958044782280922 -0.010144679807126522 0.006695613730698824 -0.046599239110946655 0.006364171858876944 0.07437396049499512 -0.035697564482688904 0.025743482634425163 0.008096456527709961 0.035447683185338974 0.01410364918410778 -0.015552650205790997 -0.02696400135755539 -0.0018345719436183572 0.23325930535793304 -0.03340504318475723 -0.014810150489211082 0.06469853967428207 -0.020080678164958954 0.07232541590929031 0.021826183423399925 0.009396860376000404 0.005941411480307579 0.011879599653184414 0.0029200995340943336 -0.0164220929145813 -0.011227503418922424 0.01778392493724823 0.015034141018986702 -0.03738459199666977 0.014286498539149761 0.0007912503206171095 -0.01734021306037903 -0.005208312999457121 0.005284570157527924 0.020114772021770477 -0.0024134651757776737 0.009990799240767956 0.00365762272849679 -0.035336870700120926 -0.03224607929587364 -0.008100360631942749 -0.011346344836056232 -0.0672033280134201 0.020167101174592972 0.028512796387076378 -0.0037813344970345497 0.010842014104127884 0.02101443149149418 0.022333670407533646 0.0007098889909684658 -0.016111597418785095 -0.011847189627587795 0.032978855073451996 -0.028352268040180206 -0.04571828246116638 -0.020877311006188393 -0.011126844212412834 0.0005310812266543508 -0.0435381717979908 0.013901627622544765 -0.002367920009419322 0.00035308324731886387 0.01828121766448021 0.0034119668416678905 0.007920515723526478 0.007087243255227804 -0.042917169630527496 -0.023891717195510864 0.04951293766498566 0.0055204774253070354 -8.66205373313278e-05 -0.01896224170923233 0.002157652284950018 -0.021877754479646683 -0.007788193412125111 0.011881104670464993 0.0017978637479245663 0.015100435353815556 0.030680956318974495 -0.0166682917624712 -0.005202066153287888 0.06759558618068695 -0.07005807757377625 -0.04375448077917099 -0.022357722744345665 -0.0161441583186388 -0.0052813393995165825 -0.0112830251455307 -0.004403428174555302 -0.022527143359184265 -0.010772135108709335 0.0057984706945717335 0.015334642492234707 -0.01152682863175869 0.08628331124782562 -0.08423972129821777 0.036807600408792496 -0.0147858252748847 -0.02793087437748909 0.005478939041495323 0.05510856583714485 0.013365859165787697 0.02371792122721672 -0.006581233814358711 0.013897187076508999 0.007203139364719391 -0.05551346391439438 0.02148435078561306 -0.0016094978200271726 -0.02601468563079834 -0.033615436404943466 -0.04825993627309799 0.044705580919981 0.004410844761878252 0.06272514909505844 0.02780306711792946 -0.035205136984586716 0.013953574001789093 -0.034867703914642334 0.01924384944140911 -0.20046184957027435 -0.0376509390771389 -0.03132268413901329 -0.03041226416826248 0.10193917155265808 -0.023013660684227943 0.010164163075387478 -0.027778727933764458 0.007197271566838026 0.05166691914200783 0.04986591264605522 0.011083291843533516 -0.01467468123883009 0.005472827702760696 0.020875828340649605 0.053727492690086365 -0.014798051677644253 -0.018916290253400803 0.012219675816595554 -0.02733740210533142 -0.018527209758758545 0.024643491953611374 -0.019609617069363594 0.016381166875362396 0.02529967576265335 -0.023709295317530632 -0.038059283047914505 0.030523601919412613 -0.04729881137609482 -0.016810772940516472 0.048742860555648804 -0.0047727953642606735 0.022815687581896782 -0.007324465084820986 0.007325015030801296 -0.010645706206560135 -0.0007258638506755233 -0.007625482510775328 0.023893732577562332 0.013607422821223736 -0.0257878378033638 -0.03319497033953667 0.01672522723674774 -0.015236258506774902 -0.011319217272102833 -0.06998144090175629 0.013351064175367355 -0.04579956457018852 -0.0062158671207726 0.0024546373169869184 -0.04026881232857704 -0.023698944598436356 -0.03550150245428085 -0.036401595920324326 0.014963198453187943 -0.032634660601615906 0.010341336019337177 0.00527060916647315 -0.022744132205843925 0.05343089997768402 -0.024415982887148857 -0.028064198791980743 0.015988411381840706 -0.03452411666512489 0.045461513102054596 -0.02395874634385109 -0.03126569092273712 -0.06198408082127571 -0.020986508578062057 -0.03163236752152443 0.022636855021119118 0.009609105996787548 -0.013165455311536789 0.04242416098713875 -0.045850154012441635 -0.011290044523775578 0.015680350363254547 -0.02366640418767929 -0.012593524530529976 0.0216690581291914 -0.01927078887820244 0.07703530043363571 0.0013425893848761916 0.030257048085331917,0.00048828125 0.0009765625 0.00146484375 0.00146484375 0.000732421875 0.002197265625 0.0068359375 0.010498046875 0.132568359375 0.078125 0.008544921875 0.01025390625 0.01220703125 0.016357421875 0.021240234375 0.696044921875 0.002197265625 0.00048828125 0.001953125 0.001953125 0.005126953125 0.01171875 0.205078125 0.00537109375 0.00732421875 0.00537109375 0.008544921875 0.0126953125 0.013671875 0.013916015625 0.0166015625 0.68798828125 0.002197265625 0.001220703125 0.0029296875 0.007568359375 0.076904296875 0.138671875 0.006103515625 0.006103515625 0.007080078125 0.008056640625 0.01220703125 0.010986328125 0.009765625 0.01220703125 0.015625 0.682373046875,0.7891156673431396 0.0634920671582222 0.06122449040412903 0.0317460335791111 0.01814058981835842 0.01587301678955555 0.020408162847161293 0.0 0.0 0.0 0.0 0.0 0.006802720949053764 0.02947845868766308 0.038548752665519714 0.09297052025794983 0.01814058981835842 0.0 0.7142857313156128 0.020408162847161293 0.022675737738609314 0.04988662153482437 0.004535147454589605 0.0022675737272948027 0.7437641620635986 0.027210883796215057 0.04308389872312546 0.04308389872312546 0.038548752665519714 0.01814058981835842 0.024943310767412186 0.01814058981835842 0.01814058981835842 0.020408162847161293 0.004535147454589605 0.0 0.0 0.0 0.024943310767412186 0.1428571492433548 0.02947845868766308 0.0022675737272948027 0.6961451172828674 0.0022675737272948027 0.00907029490917921 0.06122449040412903 0.02947845868766308 0.0022675737272948027 0.997732400894165 0.0 0.0 0.0 0.0022675737272948027 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0022675737272948027 0.0 0.0 0.0 0.0 0.997732400894165 0.0 0.0 0.0 0.0 0.0 0.6507936716079712 0.1111111119389534 0.0793650820851326 0.054421767592430115 0.038548752665519714 0.03401360660791397 0.022675737738609314 0.004535147454589605 0.004535147454589605 0.0 0.0 0.0 0.020408162847161293 0.0793650820851326 0.0476190485060215 0.10430838912725449 0.06122449040412903 0.07709750533103943 0.3083900213241577 0.056689340621232986 0.02947845868766308 0.07256235927343369 0.056689340621232986 0.08616779744625092 0.8888888955116272 0.02947845868766308 0.020408162847161293 0.027210883796215057 0.022675737738609314 0.004535147454589605 0.0 0.006802720949053764 0.0 0.0 0.0 0.0 0.0022675737272948027 0.022675737738609314 0.04535147547721863 0.190476194024086 0.09977324306964874 0.0317460335791111 0.2698412835597992 0.08843537420034409 0.027210883796215057 0.1269841343164444 0.04988662153482437 0.04535147547721863 0.7709750533103943 0.06122449040412903 0.10204081982374191 0.02947845868766308 0.03401360660791397 0.0 0.0022675737272948027 0.0 0.0 0.0 0.0 0.0 0.013605441898107529 0.04308389872312546 0.020408162847161293 0.02947845868766308 0.0317460335791111 0.06802721321582794 0.6666666865348816 0.054421767592430115 0.027210883796215057 0.027210883796215057 0.004535147454589605 0.013605441898107529 0.9750567078590393 0.004535147454589605 0.0022675737272948027 0.004535147454589605 0.0022675737272948027 0.006802720949053764 0.004535147454589605 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.963718831539154 0.00907029490917921 0.004535147454589605 0.022675737738609314 0.0 0.0 0.8866212964057922 0.01587301678955555 0.02947845868766308 0.011337868869304657 0.006802720949053764 0.02947845868766308 0.00907029490917921 0.011337868869304657 0.0 0.0 0.0 0.0 0.0022675737272948027 0.00907029490917921 0.022675737738609314 0.06802721321582794 0.01587301678955555 0.004535147454589605 0.7346938848495483 0.013605441898107529 0.01814058981835842 0.07709750533103943 0.0317460335791111 0.0022675737272948027 0.9705215692520142 0.004535147454589605 0.006802720949053764 0.0 0.00907029490917921 0.004535147454589605 0.004535147454589605 0.0 0.0 0.0 0.0 0.0 0.0 0.0022675737272948027 0.0022675737272948027 0.0 0.0 0.0022675737272948027 0.9750567078590393 0.01587301678955555 0.0022675737272948027 0.0 0.0 0.0
1,aviator/aviator10.png,Lenskart,Plastic,2100,Aviator,-0.0015863169683143497 -0.015674954280257225 0.030253395438194275 0.022869298234581947 0.014152461662888527 0.01979033835232258 -0.02049957774579525 0.030962200835347176 -0.007545990403741598 -0.04720952734351158 0.011338730342686176 0.02171047404408455 -0.02014525793492794 -0.04758109152317047 -0.04283000901341438 -0.014373205602169037 0.05101156234741211 -0.008408697322010994 -0.0003572542336769402 -0.027957895770668983 -0.0004177984956186265 -0.007086500991135836 -0.016533873975276947 0.03361036628484726 -0.007490538991987705 0.029188744723796844 -0.0227440744638443 0.0195811465382576 0.00925479643046856 -0.018737563863396645 0.020192082971334457 -0.011479916051030159 -0.04402436316013336 -0.01080296840518713 -0.016564615070819855 0.023450683802366257 0.019718552008271217 0.03858837112784386 0.026386866346001625 0.17654463648796082 0.038803402334451675 -0.0009629725245758891 0.005307188257575035 -0.020830050110816956 0.01772732101380825 -0.18262611329555511 0.006361306179314852 0.004178016912192106 0.005065290257334709 -0.01122246403247118 0.027203578501939774 0.02952539175748825 0.04599791765213013 0.009790515527129173 -0.022302044555544853 0.03274107351899147 0.014050163328647614 0.03241114690899849 -0.0015203531365841627 0.029582886025309563 0.0010159674566239119 0.004135217517614365 0.011052200570702553 0.004853283520787954 -0.024103635922074318 0.0005126988980919123 0.01980683021247387 -0.01820157840847969 0.0007190369069576263 0.019501518458127975 -0.003218915546312928 0.009037204086780548 -0.019519852474331856 -0.00864163413643837 -0.004182972479611635 -0.03143865615129471 0.02334466390311718 0.0045644803903996944 0.03699006140232086 -0.019827229902148247 -0.04913691431283951 -0.097895547747612 -0.03715570271015167 -0.05034269392490387 0.031104641035199165 0.031882427632808685 0.05511712655425072 -0.03760327026247978 -0.04815811663866043 -0.03149055317044258 0.014206846244633198 0.03206981346011162 -0.6107435822486877 0.043453462421894073 0.025003043934702873 0.0023168744519352913 -0.0037979388143867254 0.004066470544785261 0.017249420285224915 0.07526438683271408 -0.014919410459697247 -0.06729966402053833 0.0152676310390234 0.010515927337110043 -0.012089213356375694 0.033111751079559326 -0.014432774856686592 -0.06150610372424126 -0.05083358287811279 0.006832431070506573 0.03344273194670677 0.03733397647738457 -0.004353842698037624 -0.03137291595339775 -0.011250411160290241 0.002124641090631485 -0.012816574424505234 -0.004203224088996649 -0.002601924119517207 -0.055121421813964844 0.02710653282701969 0.023924080654978752 -0.009144537150859833 0.026927581056952477 -0.012850857339799404 0.00893761869519949 -0.040068645030260086 0.04577569290995598 0.026858387514948845 0.02754499390721321 -0.0010832861298695207 -0.0031535811722278595 0.011992847546935081 0.07332924008369446 0.012417588382959366 -0.0027902647852897644 0.007581628393381834 -0.006076797842979431 -0.03870530053973198 -0.026251552626490593 -0.02627262845635414 -0.011629592627286911 -0.006394278723746538 0.017196984961628914 -0.0003804875595960766 -0.042468395084142685 -0.02507692016661167 -0.0013083736412227154 0.010974946431815624 -0.04026416316628456 0.014490261673927307 -0.0030760199297219515 0.1251537799835205 0.008023045025765896 -0.018778136000037193 -0.04765533655881882 -0.0001174631470348686 0.00020830940047744662 0.028744060546159744 0.030306635424494743 -0.012917190790176392 0.013486516661942005 0.02974618226289749 0.016512053087353706 0.011490206234157085 -0.02356669493019581 0.022094253450632095 -0.02359144762158394 0.0033956158440560102 -0.0030656286980956793 -0.04418639466166496 0.011374454945325851 -0.01140394527465105 -0.02368892915546894 -0.029423993080854416 -0.022787973284721375 0.04866065829992294 -0.02740509808063507 -0.002201184630393982 -0.011911745183169842 0.0917062759399414 0.008483930490911007 -0.007582643069326878 -0.02372037060558796 0.005907113663852215 0.025756163522601128 -0.0072158691473305225 -0.018157200887799263 -0.0005083840806037188 -0.005683613941073418 0.04774905741214752 -0.040318332612514496 0.02003566361963749 -0.03328293561935425 0.0472489669919014 -0.004279165528714657 0.00938432477414608 -0.009389515966176987 -0.020959794521331787 0.0317041277885437 0.025834184139966965 -0.026107940822839737 0.0014126934111118317 0.03710750490427017 0.010111158713698387 -0.034767743200063705 -0.04153534024953842 -0.02907237969338894 -0.035360027104616165 0.04687193036079407 -0.031160594895482063 0.06657207012176514 0.020112240687012672 -0.00941633153706789 0.002085841028019786 0.01911967806518078 -0.00024497625418007374 0.013366797007620335 -0.016087224707007408 -0.04664459079504013 -0.016609467566013336 -0.07354557514190674 -0.005737971980124712 0.030488109216094017 0.03753165900707245 -0.0005674774874933064 0.025241734459996223 -0.021239999681711197 0.020103683695197105 0.022918276488780975 -0.012954027391970158 -0.015620012767612934 -0.022964730858802795 0.06456507742404938 0.014672189950942993 -0.02479386329650879 0.014958813786506653 -0.04199810326099396 0.00031770113855600357 0.0175713412463665 0.020414290949702263 0.007304534316062927 0.0023577932734042406 0.013817964121699333 0.0013446116354316473 -0.026720214635133743 -0.02254398539662361 0.044297974556684494 -0.031189223751425743 0.010374042205512524 0.0018615575972944498 0.012195161543786526 0.008353162556886673 -0.024455217644572258 0.006600741297006607 0.048597175627946854 0.0020900045055896044 -0.005256460979580879 -0.09128160029649734 0.0025891459081321955 0.015204966068267822 -0.02623811922967434 -0.046010054647922516 -0.02397720143198967 0.015091377310454845 -0.02281530760228634 -0.008376133628189564 0.00805133767426014 0.039443276822566986 0.048398859798908234 0.021579863503575325 0.0298558808863163 0.03335551172494888 -0.020357336848974228 -0.0024856922682374716 0.004999107215553522 -0.0119373369961977 -0.004246184602379799 -0.011556467972695827 0.0030022149439901114 -0.026579808443784714 -0.004901520907878876 -0.0689045712351799 -0.02499488927423954 0.01526273600757122 -0.03389928489923477 0.1389653980731964 -0.024250011891126633 0.01296413503587246 -0.0726611465215683 0.012801324017345905 -0.03516889736056328 -0.009646490216255188 -0.010628391988575459 -0.020929673686623573 -0.02681676298379898 -0.008125090971589088 0.04188773036003113 0.00943087413907051 -0.016824306920170784 -0.04786950349807739 -0.029079794883728027 0.02795379050076008 -0.0044781481847167015 0.004841540940105915 -0.03910406678915024 -0.026154715567827225 -0.00851989071816206 -0.02029683068394661 0.002662574639543891 -0.04676337167620659 0.025088561698794365 0.07312130928039551 -0.023045361042022705 0.00022585302940569818 0.008122208528220654 0.03173515200614929 0.004468480125069618 -0.034795213490724564 -0.035580042749643326 0.001645774464122951 0.22287021577358246 -0.03695814684033394 -0.02674766816198826 0.04147473722696304 -0.04823035001754761 0.08643724769353867 0.02546282857656479 -0.006826596800237894 -0.001836413866840303 -0.004023602697998285 0.02454192005097866 -0.0055162846110761166 0.02042221650481224 0.011063755489885807 0.015757789835333824 -0.01740172691643238 0.02987898327410221 -0.0017964500002563 -0.034808408468961716 -0.01397855207324028 -0.004248125944286585 0.018728213384747505 -0.0023074287455528975 0.005583683028817177 0.004145530052483082 -0.039669763296842575 -0.0361553393304348 -0.0211283341050148 -0.035484399646520615 -0.027151647955179214 0.056191541254520416 -0.0008992936927825212 0.008090930990874767 0.0009218694758601487 0.02573779597878456 0.016156256198883057 0.020163271576166153 -0.030825860798358917 -0.019626935943961143 0.031253162771463394 -0.0318407379090786 -0.0588783361017704 -0.0058757234364748 0.0204161349684 -0.008996067568659782 -0.03335657715797424 -0.012055056169629097 0.014303204603493214 0.002078348072245717 0.014720863662660122 0.009373015724122524 0.03335438668727875 0.030647341161966324 -0.034681081771850586 -0.03768133372068405 0.05747988447546959 0.009806758724153042 -0.027463672682642937 0.010273357853293419 0.03466314449906349 -0.032118942588567734 -0.01439710147678852 0.000457101414212957 0.01093006320297718 0.044137462973594666 0.008833794854581356 -0.005569367669522762 -0.0039250729605555534 0.1442233920097351 -0.06730306148529053 -0.03240930661559105 -0.009327057749032974 -0.03310113400220871 -0.0213032029569149 -0.010117487981915474 -0.03200031444430351 -0.05347166210412979 0.0308397114276886 0.014695253223180771 -0.009824993088841438 -0.006486640777438879 0.06966616213321686 -0.07359518855810165 0.026448724791407585 0.0008098518592305481 -0.022447871044278145 0.005506613291800022 0.05920146405696869 0.0034838125575333834 0.031354837119579315 0.01692834310233593 0.02270154468715191 0.014754345640540123 -0.06392785161733627 0.024729592725634575 0.0023192272055894136 0.0025186853017657995 -0.0234209094196558 -0.021540306508541107 0.031286969780921936 -0.01840304397046566 0.04465492069721222 -0.02667170763015747 -0.041625600308179855 0.016460785642266273 -0.03351294994354248 0.015057497657835484 -0.1870192289352417 -0.030827796086668968 -0.018829472362995148 -0.02435912750661373 0.07697498798370361 -0.009338069707155228 0.01780637726187706 0.0054354434832930565 0.008863696828484535 0.04504682868719101 0.06679386645555496 -0.012316269800066948 -0.02164577692747116 -0.01822088100016117 0.0031017297878861427 0.05216802656650543 -0.009585131891071796 -0.015363399870693684 -0.0029330977704375982 -0.0026830099523067474 -0.01516612060368061 0.017639733850955963 -0.01262985821813345 0.0036647762171924114 0.012546651996672153 -0.003292471170425415 -0.030187463387846947 0.022154221311211586 -0.04578439146280289 -0.004511083476245403 0.038919880986213684 0.004563250578939915 0.024384116753935814 -0.0004829102836083621 -0.015007073059678078 0.0007687106262892485 0.013563122600317001 0.013109005056321621 0.03496510908007622 -0.0016665759030729532 -0.01087647583335638 -0.00043386759352870286 0.009688370861113071 0.01581006869673729 -0.013749848119914532 -0.074870266020298 0.026495954021811485 -0.021750377491116524 -0.034765616059303284 0.010911179706454277 -0.02009025402367115 -0.005588524509221315 -0.030853046104311943 -0.03917801380157471 0.017153270542621613 -0.01270203571766615 0.005649314261972904 0.00025021028704941273 -0.01080908253788948 0.053019020706415176 -0.0258669201284647 -0.03756919875741005 0.03212447836995125 -0.04678628221154213 0.06288140267133713 -0.013823946006596088 -0.03925208002328873 -0.057010989636182785 -0.015507729724049568 -0.035856954753398895 0.02914494089782238 0.011569006368517876 -0.010792180895805359 0.038605138659477234 -0.02177596464753151 -0.007742579560726881 0.006681736558675766 -0.0200742669403553 -0.031638626009225845 0.015530569478869438 -0.03293611481785774 0.07732026278972626 0.0015466639306396246 0.06570981442928314,0.00341796875 0.00244140625 0.002685546875 0.002197265625 0.004638671875 0.019775390625 0.16357421875 0.13818359375 0.0068359375 0.005126953125 0.00390625 0.002685546875 0.0107421875 0.011962890625 0.033203125 0.588623046875 0.002685546875 0.001953125 0.001953125 0.00244140625 0.001953125 0.00634765625 0.009765625 0.052734375 0.255859375 0.012451171875 0.0048828125 0.00244140625 0.013916015625 0.013671875 0.029052734375 0.587890625 0.000244140625 0.00244140625 0.002197265625 0.00244140625 0.002197265625 0.00341796875 0.00537109375 0.009033203125 0.018310546875 0.113525390625 0.19189453125 0.006103515625 0.0126953125 0.014404296875 0.0283203125 0.58740234375,0.8798186182975769 0.02947845868766308 0.03401360660791397 0.04988662153482437 0.006802720949053764 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05895691737532616 0.10204081982374191 0.0 0.0 0.839002251625061 0.0 0.0 0.0 0.0 0.0 0.9160997867584229 0.07709750533103943 0.004535147454589605 0.0022675737272948027 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0022675737272948027 0.01587301678955555 0.08616779744625092 0.004535147454589605 0.0 0.8095238208770752 0.0022675737272948027 0.013605441898107529 0.0634920671582222 0.0022675737272948027 0.0 0.8798186182975769 0.02947845868766308 0.03401360660791397 0.04988662153482437 0.006802720949053764 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0022675737272948027 0.0476190485060215 0.11564625799655914 0.0 0.0 0.8344671130180359 0.0 0.0 0.0 0.0 0.0 0.8526077270507812 0.04535147547721863 0.02947845868766308 0.022675737738609314 0.0317460335791111 0.01587301678955555 0.0022675737272948027 0.0 0.0 0.0 0.0 0.0 0.011337868869304657 0.038548752665519714 0.038548752665519714 0.2789115607738495 0.1587301641702652 0.0317460335791111 0.2131519317626953 0.027210883796215057 0.03628117963671684 0.07029478251934052 0.054421767592430115 0.040816325694322586 0.6167800426483154 0.14512471854686737 0.0793650820851326 0.0634920671582222 0.06575963646173477 0.013605441898107529 0.01587301678955555 0.0 0.0 0.0 0.0 0.0 0.02947845868766308 0.03628117963671684 0.038548752665519714 0.07709750533103943 0.03628117963671684 0.03628117963671684 0.4761904776096344 0.05895691737532616 0.01587301678955555 0.04988662153482437 0.04535147547721863 0.09977324306964874 0.8503401279449463 0.0476190485060215 0.027210883796215057 0.024943310767412186 0.0317460335791111 0.013605441898107529 0.004535147454589605 0.0 0.0 0.0 0.0 0.0 0.02947845868766308 0.12925170361995697 0.1111111119389534 0.2312925159931183 0.02947845868766308 0.006802720949053764 0.2539682686328888 0.054421767592430115 0.006802720949053764 0.08843537420034409 0.024943310767412186 0.03401360660791397 0.8684807419776917 0.01814058981835842 0.038548752665519714 0.011337868869304657 0.01587301678955555 0.024943310767412186 0.020408162847161293 0.0022675737272948027 0.0 0.0 0.0 0.0 0.0022675737272948027 0.004535147454589605 0.03628117963671684 0.0793650820851326 0.020408162847161293 0.004535147454589605 0.6621315479278564 0.04308389872312546 0.038548752665519714 0.09070295095443726 0.013605441898107529 0.004535147454589605 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0022675737272948027 0.0 0.0 0.9909297227859497 0.0022675737272948027 0.0 0.0022675737272948027 0.0 0.0022675737272948027 0.875283420085907 0.020408162847161293 0.0317460335791111 0.00907029490917921 0.01814058981835842 0.022675737738609314 0.020408162847161293 0.0022675737272948027 0.0 0.0 0.0 0.0 0.006802720949053764 0.01587301678955555 0.0476190485060215 0.06122449040412903 0.006802720949053764 0.0022675737272948027 0.6734693646430969 0.013605441898107529 0.0317460335791111 0.08163265138864517 0.04308389872312546 0.01587301678955555
